37.80;63.95;74.47;36.05;74.47
37.90;66.95;70.40;33.05;70.40
38.00;69.95;71.21;30.05;71.21
38.10;72.95;71.83;27.05;71.83
38.20;75.95;71.68;24.05;71.68
38.30;72.35;76.21;27.65;76.21
38.40;68.75;71.22;31.25;71.22
38.50;65.15;71.03;34.85;71.03
38.60;61.55;70.10;38.45;70.10
38.70;57.95;67.82;42.05;67.82
38.80;53.95;75.78;46.05;75.78
38.90;49.95;72.27;50.05;72.27
39.00;45.95;72.41;54.05;72.41
39.10;41.95;72.51;58.05;72.51
39.20;37.95;72.80;62.05;72.80
39.30;42.15;76.84;57.85;76.84
39.40;46.35;70.47;53.65;70.47
39.50;50.55;72.82;49.45;72.82
39.60;54.75;75.32;45.25;75.32
39.70;58.95;74.00;41.05;74.00
39.80;63.75;78.63;36.25;78.63
39.90;68.55;71.00;31.45;71.00
40.00;73.35;69.74;26.65;69.74
40.10;78.15;68.53;21.85;68.53
40.20;82.95;66.84;17.05;66.84
40.30;78.35;73.53;21.65;73.53
40.40;73.75;72.52;26.25;72.52
40.50;69.15;71.37;30.85;71.37
40.60;64.55;70.76;35.45;70.76
40.70;59.95;67.87;40.05;67.87
40.80;55.35;73.80;44.65;73.80
40.90;50.75;70.92;49.25;70.92
41.00;46.15;70.45;53.85;70.45
41.10;41.55;68.89;58.45;68.89
41.20;36.95;69.52;63.05;69.52
41.30;42.95;73.15;57.05;73.15
41.40;48.95;70.45;51.05;70.45
41.50;54.95;71.08;45.05;71.08
41.60;60.95;72.27;39.05;72.27
41.70;64.45;72.65;35.55;72.65
41.80;67.95;75.89;32.05;75.89
41.90;71.45;72.93;28.55;72.93
42.00;74.95;73.43;25.05;73.43
42.10;78.45;74.34;21.55;74.34
42.20;81.95;74.82;18.05;74.82
42.30;76.45;76.59;23.55;76.59
42.40;70.95;75.85;29.05;75.85
42.50;65.45;75.30;34.55;75.30
42.60;59.95;75.61;40.05;75.61
42.70;64.35;75.04;35.65;75.04
42.80;68.75;77.24;31.25;77.24
42.90;73.15;77.03;26.85;77.03
43.00;77.55;78.89;22.45;78.89
43.10;81.95;79.23;18.05;79.23
43.20;78.15;82.62;21.85;82.62
43.30;74.35;80.37;25.65;80.37
43.40;70.55;81.42;29.45;81.42
43.50;66.75;81.86;33.25;81.86
43.60;62.95;83.23;37.05;83.23
43.70;59.75;87.07;40.25;87.07
43.80;56.55;80.05;43.45;80.05
43.90;53.35;79.55;46.65;79.55
44.00;50.15;80.02;49.85;80.02
44.10;46.95;80.25;53.05;80.25
44.20;42.15;83.53;57.85;83.53
44.30;37.35;82.87;62.65;82.87
44.40;32.55;83.28;67.45;83.28
44.50;27.75;82.48;72.25;82.48
44.60;22.95;80.30;77.05;80.30
44.70;25.95;83.51;74.05;83.51
44.80;28.95;81.17;71.05;81.17
44.90;31.95;81.25;68.05;81.25
45.00;34.95;83.90;65.05;83.90
45.10;37.95;85.52;62.05;85.52
45.20;33.95;88.61;66.05;88.61
45.30;29.95;82.83;70.05;82.83
45.40;25.95;82.88;74.05;82.88
45.50;21.95;85.01;78.05;85.01
45.60;17.95;87.44;82.05;87.44
45.70;21.75;94.32;78.25;94.32
45.80;25.55;88.66;74.45;88.66
45.90;29.35;90.47;70.65;90.47
46.00;33.15;92.73;66.85;92.73
46.10;36.95;94.39;63.05;94.39
46.20;40.75;97.77;59.25;97.77
46.30;44.55;92.23;55.45;92.23
46.40;48.35;93.72;51.65;93.72
46.50;52.15;95.11;47.85;95.11
46.60;55.95;95.02;44.05;95.02
46.70;59.35;96.78;40.65;96.78
46.80;62.75;93.61;37.25;93.61
46.90;66.15;94.16;33.85;94.16
47.00;69.55;94.51;30.45;94.51
47.10;72.95;95.29;27.05;95.29
47.20;68.75;97.44;31.25;97.44
47.30;64.55;92.79;35.45;92.79
47.40;60.35;92.75;39.65;92.75
47.50;56.15;93.17;43.85;93.17
47.60;51.95;92.50;48.05;92.50
47.70;47.35;94.53;52.65;94.53
47.80;42.75;89.82;57.25;89.82
47.90;38.15;89.78;61.85;89.78
48.00;33.55;87.54;66.45;87.54
48.10;28.95;89.14;71.05;89.14
48.20;33.75;90.14;66.25;90.14
48.30;38.55;88.14;61.45;88.14
48.40;43.35;87.16;56.65;87.16
48.50;48.15;87.80;51.85;87.80
48.60;52.95;88.60;47.05;88.60
48.70;49.55;88.61;50.45;88.61
48.80;46.15;88.82;53.85;88.82
48.90;42.75;89.61;57.25;89.61
49.00;39.35;89.58;60.65;89.58
49.10;35.95;90.02;64.05;90.02
49.20;31.75;88.05;68.25;88.05
49.30;27.55;87.27;72.45;87.27
49.40;23.35;87.27;76.65;87.27
49.50;19.15;87.05;80.85;87.05
49.60;14.95;87.76;85.05;87.76
49.70;18.95;85.93;81.05;85.93
49.80;22.95;84.66;77.05;84.66
49.90;26.95;85.30;73.05;85.30
50.00;30.95;85.72;69.05;85.72
50.10;26.55;85.68;73.45;85.68
50.20;22.15;84.63;77.85;84.63
50.30;17.75;85.69;82.25;85.69
50.40;13.35;85.46;86.65;85.46
50.50;8.95;86.08;91.05;86.08
50.60;12.15;85.80;87.85;85.80
50.70;15.35;81.67;84.65;81.67
50.80;18.55;81.20;81.45;81.20
50.90;21.75;80.76;78.25;80.76
51.00;24.95;79.27;75.05;79.27
51.10;28.35;79.92;71.65;79.92
